Id,Activity_Date,Total_Steps,Total_Distance,TrackerDistance,Logged_Distance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryActiveDistance,SedentaryMinutes,Calories
1503960366,2016-04-12,13162,8.5,8.5,0,1.879999995,0.550000012,6.059999943,25,13,328,0,728,1985
1503960366,2016-04-13,10735,6.9699997900000001,6.9699997900000001,0,1.570000052,0.689999998,4.710000038,21,19,217,0,776,1797
1503960366,2016-04-14,10460,6.7399997709999999,6.7399997709999999,0,2.440000057,0.400000006,3.910000086,30,11,181,0,1218,1776
1503960366,2016-04-15,9762,6.2800002099999999,6.2800002099999999,0,2.140000105,1.25999999,2.829999924,29,34,209,0,726,1745
1503960366,2016-04-16,12669,8.1599998469999999,8.1599998469999999,0,2.710000038,0.409999996,5.039999962,36,10,221,0,773,1863
1503960366,2016-04-17,9705,6.4800000190000002,6.4800000190000002,0,3.190000057,0.779999971,2.50999999,38,20,164,0,539,1728
1503960366,2016-04-18,13019,8.5900001530000001,8.5900001530000001,0,3.25,0.639999986,4.710000038,42,16,233,0,1149,1921
1503960366,2016-04-19,15506,9.8800001139999996,9.8800001139999996,0,3.529999971,1.320000052,5.03000021,50,31,264,0,775,2035
1503960366,2016-04-20,10544,6.6799998279999997,6.6799998279999997,0,1.960000038,0.479999989,4.239999771,28,12,205,0,818,1786
1503960366,2016-04-21,9819,6.3400001530000001,6.3400001530000001,0,1.340000033,0.349999994,4.650000095,19,8,211,0,838,1775
1503960366,2016-04-22,12764,8.1300001139999996,8.1300001139999996,0,4.760000229,1.120000005,2.24000001,66,27,130,0,1217,1827
1503960366,2016-04-23,14371,9.0399999619999996,9.0399999619999996,0,2.809999943,0.870000005,5.360000134,41,21,262,0,732,1949
1503960366,2016-04-24,10039,6.4099998469999999,6.4099998469999999,0,2.920000076,0.209999993,3.279999971,39,5,238,0,709,1788
1503960366,2016-04-25,15355,9.8000001910000005,9.8000001910000005,0,5.289999962,0.569999993,3.940000057,73,14,216,0,814,2013
1503960366,2016-04-26,13755,8.7899999619999996,8.7899999619999996,0,2.329999924,0.920000017,5.539999962,31,23,279,0,833,1970
1503960366,2016-04-27,18134,12.210000040000001,12.210000040000001,0,6.400000095,0.409999996,5.409999847,78,11,243,0,1108,2159
1503960366,2016-04-28,13154,8.5299997330000004,8.5299997330000004,0,3.539999962,1.159999967,3.789999962,48,28,189,0,782,1898
1503960366,2016-04-29,11181,7.1500000950000002,7.1500000950000002,0,1.059999943,0.5,5.579999924,16,12,243,0,815,1837
1503960366,2016-04-30,14673,9.25,9.25,0,3.559999943,1.419999957,4.269999981,52,34,217,0,712,1947
1503960366,2016-05-01,10602,6.8099999430000002,6.8099999430000002,0,2.289999962,1.600000024,2.920000076,33,35,246,0,730,1820
1503960366,2016-05-02,14727,9.7100000380000004,9.7100000380000004,0,3.210000038,0.569999993,5.920000076,41,15,277,0,798,2004
1503960366,2016-05-03,15103,9.6599998469999999,9.6599998469999999,0,3.730000019,1.049999952,4.880000114,50,24,254,0,816,1990
1503960366,2016-05-04,11100,7.1500000950000002,7.1500000950000002,0,2.460000038,0.870000005,3.819999933,36,22,203,0,1179,1819
1503960366,2016-05-05,14070,8.8999996190000008,8.8999996190000008,0,2.920000076,1.080000043,4.880000114,45,24,250,0,857,1959
1503960366,2016-05-06,12159,8.0299997330000004,8.0299997330000004,0,1.970000029,0.25,5.809999943,24,6,289,0,754,1896
1503960366,2016-05-07,11992,7.7100000380000004,7.7100000380000004,0,2.460000038,2.119999886,3.130000114,37,46,175,0,833,1821
1503960366,2016-05-08,10060,6.579999924,6.579999924,0,3.529999971,0.319999993,2.730000019,44,8,203,0,574,1740
1503960366,2016-05-09,12022,7.7199997900000001,7.7199997900000001,0,3.450000048,0.529999971,3.74000001,46,11,206,0,835,1819
1503960366,2016-05-10,12207,7.7699999809999998,7.7699999809999998,0,3.349999905,1.159999967,3.25999999,46,31,214,0,746,1859
1503960366,2016-05-11,12770,8.1300001139999996,8.1300001139999996,0,2.559999943,1.00999999,4.550000191,36,23,251,0,669,1783
1503960366,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,1440,0
1624580081,2016-04-12,8163,5.3099999430000002,5.3099999430000002,0,0,0,5.309999943,0,0,146,0,1294,1432
1624580081,2016-04-13,7007,4.5500001909999996,4.5500001909999996,0,0,0,4.550000191,0,0,148,0,1292,1411
1624580081,2016-04-14,9107,5.920000076,5.920000076,0,0,0,5.909999847,0,0,236,0.01,1204,1572
1624580081,2016-04-15,1510,0.980000019,0.980000019,0,0,0,0.970000029,0,0,96,0,1344,1344
1624580081,2016-04-16,5370,3.4900000100000002,3.4900000100000002,0,0,0,3.49000001,0,0,176,0,1264,1463
1624580081,2016-04-17,6175,4.0599999430000002,4.0599999430000002,0,1.029999971,1.519999981,1.49000001,15,22,127,0.01,1276,1554
1624580081,2016-04-18,10536,7.4099998469999999,7.4099998469999999,0,2.150000095,0.620000005,4.619999886,17,7,202,0.01,1214,1604
1624580081,2016-04-19,2916,1.8999999759999999,1.8999999759999999,0,0,0,1.899999976,0,0,141,0,1299,1435
1624580081,2016-04-20,4974,3.2300000190000002,3.2300000190000002,0,0,0,3.230000019,0,0,151,0,1289,1446
1624580081,2016-04-21,6349,4.1300001140000004,4.1300001140000004,0,0,0,4.110000134,0,0,186,0.02,1254,1467
1624580081,2016-04-22,4026,2.619999886,2.619999886,0,0,0,2.599999905,0,0,199,0,1241,1470
1624580081,2016-04-23,8538,5.5500001909999996,5.5500001909999996,0,0,0,5.539999962,0,0,227,0.01,1213,1562
1624580081,2016-04-24,6076,3.9500000480000002,3.9500000480000002,0,1.149999976,0.910000026,1.889999986,16,18,185,0,1221,1617
1624580081,2016-04-25,6497,4.2199997900000001,4.2199997900000001,0,0,0,4.199999809,0,0,202,0.02,1238,1492
1624580081,2016-04-26,2826,1.8400000329999999,1.8400000329999999,0,0,0,1.830000043,0,0,140,0.01,1300,1402
1624580081,2016-04-27,8367,5.4400000569999998,5.4400000569999998,0,1.110000014,1.870000005,2.460000038,17,36,154,0,1233,1670
1624580081,2016-04-28,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,5,115,0,1320,1401
1624580081,2016-04-29,2390,1.5499999520000001,1.5499999520000001,0,0,0,1.549999952,0,0,150,0,1290,1404
1624580081,2016-04-30,6474,4.3000001909999996,4.3000001909999996,0,0.899999976,1.279999971,2.119999886,11,23,224,0.01,1182,1655
1624580081,2016-05-01,36019,28.030000690000001,28.030000690000001,0,21.92000008,4.190000057,1.909999967,186,63,171,0.02,1020,2690
1624580081,2016-05-02,7155,4.9299998279999997,4.9299998279999997,0,0.860000014,0.589999974,3.470000029,7,6,166,0,1261,1497
1624580081,2016-05-03,2100,1.3700000050000001,1.3700000050000001,0,0,0,1.340000033,0,0,96,0.02,1344,1334
1624580081,2016-05-04,2193,1.4299999480000001,1.4299999480000001,0,0,0,1.419999957,0,0,118,0,1322,1368
1624580081,2016-05-05,2470,1.6100000139999999,1.6100000139999999,0,0,0,1.580000043,0,0,117,0.02,1323,1370
1624580081,2016-05-06,1727,1.1200000050000001,1.1200000050000001,0,0,0,1.120000005,0,0,102,0.01,1338,1341
1624580081,2016-05-07,2104,1.3700000050000001,1.3700000050000001,0,0,0,1.370000005,0,0,182,0,1258,1474
1624580081,2016-05-08,3427,2.2300000190000002,2.2300000190000002,0,0,0,2.220000029,0,0,152,0,1288,1427
1624580081,2016-05-09,1732,1.1299999949999999,1.1299999949999999,0,0,0,1.129999995,0,0,91,0,1349,1328
1624580081,2016-05-10,2969,1.9299999480000001,1.9299999480000001,0,0,0,1.919999957,0,0,139,0.01,1301,1393
1624580081,2016-05-11,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,112,0,1328,1359
1624580081,2016-05-12,2971,1.9299999480000001,1.9299999480000001,0,0,0,1.919999957,0,0,107,0.01,890,1002
1644430081,2016-04-12,10694,7.7699999809999998,7.7699999809999998,0,0.140000001,2.299999952,5.329999924,2,51,256,0,1131,3199
1644430081,2016-04-13,8001,5.8200001720000003,5.8200001720000003,0,2.279999971,0.899999976,2.640000105,30,16,135,0,1259,2902
1644430081,2016-04-14,11037,8.0200004580000002,8.0200004580000002,0,0.360000014,2.559999943,5.099999905,5,58,252,0,1125,3226
1644430081,2016-04-15,5263,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,3,4,170,0,1263,2750
1644430081,2016-04-16,15300,11.119999890000001,11.119999890000001,0,4.099999905,1.879999995,5.090000153,51,42,212,0,1135,3493
1644430081,2016-04-17,8757,6.3699998859999996,6.3699998859999996,0,2.25,0.569999993,3.549999952,29,13,186,0,1212,3011
1644430081,2016-04-18,7132,5.1900000569999998,5.1900000569999998,0,1.070000052,1.669999957,2.450000048,15,33,121,0,1271,2806
1644430081,2016-04-19,11256,8.1800003050000001,8.1800003050000001,0,0.360000014,2.529999971,5.300000191,5,58,278,0,1099,3300
1644430081,2016-04-20,2436,1.769999981,1.769999981,0,0,0,1.75999999,0,0,125,0.01,1315,2430
1644430081,2016-04-21,1223,0.88999998599999997,0.88999998599999997,0,0,0,0.879999995,0,0,38,0.01,1402,2140
